"Falconwood","http://www.doogal.co.uk/StationMap.php?station=Falconwood","51.459086","0.078524","4"
"Farringdon","http://www.doogal.co.uk/StationMap.php?station=Farringdon","51.520196","-0.104829","1"
"Feltham","http://www.doogal.co.uk/StationMap.php?station=Feltham","51.447879","-0.40981","6"
"Fenchurch Street","http://www.doogal.co.uk/StationMap.php?station=Fenchurch%20Street","51.511567","-0.07854","1"
"Finchley Central","http://www.doogal.co.uk/StationMap.php?station=Finchley%20Central","51.600903","-0.193206","4"
"Finchley Road","http://www.doogal.co.uk/StationMap.php?station=Finchley%20Road","51.547096","-0.180036","2"
"Finchley Road and Frognal","http://www.doogal.co.uk/StationMap.php?station=Finchley%20Road%20and%20Frognal","51.55012","-0.183637","2"
"Finsbury Park","http://www.doogal.co.uk/StationMap.php?station=Finsbury%20Park","51.564635","-0.105867","2"
"Forest Gate","http://www.doogal.co.uk/StationMap.php?station=Forest%20Gate","51.549316","0.024204","3"
"Forest Hill","http://www.doogal.co.uk/StationMap.php?station=Forest%20Hill","51.439308","-0.053314","3"
"Fulham Broadway","http://www.doogal.co.uk/StationMap.php?station=Fulham%20Broadway","51.480261","-0.19553","2"
"Fulwell","http://www.doogal.co.uk/StationMap.php?station=Fulwell","51.433943","-0.349424","6"
"Gallions Reach","http://www.doogal.co.uk/StationMap.php?station=Gallions%20Reach","51.509034","0.07179","3"
"Gants Hill","http://www.doogal.co.uk/StationMap.php?station=Gants%20Hill","51.576553","0.066099","4"
"Gidea Park","http://www.doogal.co.uk/StationMap.php?station=Gidea%20Park","51.581866","0.205991","6"
"Gipsy Hill","http://www.doogal.co.uk/StationMap.php?station=Gipsy%20Hill","51.42447","-0.083821","3"
"Gloucester Road","http://www.doogal.co.uk/StationMap.php?station=Gloucester%20Road","51.4945","-0.183529","1"
"Golders Green","http://www.doogal.co.uk/StationMap.php?station=Golders%20Green","51.572216","-0.19482","3"
"Goldhawk Road","http://www.doogal.co.uk/StationMap.php?station=Goldhawk%20Road","51.502077","-0.22739","2"
"Goodge Street","http://www.doogal.co.uk/StationMap.php?station=Goodge%20Street","51.520613","-0.134793","1"
"Goodmayes","http://www.doogal.co.uk/StationMap.php?station=Goodmayes","51.566181","0.111744","4"
"Gordon Hill","http://www.doogal.co.uk/StationMap.php?station=Gordon%20Hill","51.663502","-0.094459","5"
"Gospel Oak","http://www.doogal.co.uk/StationMap.php?station=Gospel%20Oak","51.555405","-0.151287","2"
"Grange Hill","http://www.doogal.co.uk/StationMap.php?station=Grange%20Hill","51.61348","0.092287","4"
"Grange Park","http://www.doogal.co.uk/StationMap.php?station=Grange%20Park","51.642623","-0.0973","5"
"Great Portland Street","http://www.doogal.co.uk/StationMap.php?station=Great%20Portland%20Street","51.523789","-0.143947","1"
"Green Park","http://www.doogal.co.uk/StationMap.php?station=Green%20Park","51.506761","-0.142463","1"
"Greenford","http://www.doogal.co.uk/StationMap.php?station=Greenford","51.54198","-0.345864","4"
"Greenwich","http://www.doogal.co.uk/StationMap.php?station=Greenwich","51.477548","-0.014849","2,3"
"Grove Park","http://www.doogal.co.uk/StationMap.php?station=Grove%20Park","51.430433","0.022613","4"
"Gunnersbury","http://www.doogal.co.uk/StationMap.php?station=Gunnersbury","51.491863","-0.27515","3"
"Hackbridge","http://www.doogal.co.uk/StationMap.php?station=Hackbridge","51.377861","-0.153865","4"
"Hackney Central","http://www.doogal.co.uk/StationMap.php?station=Hackney%20Central","51.547257","-0.055575","2"
"Hackney Downs","http://www.doogal.co.uk/StationMap.php?station=Hackney%20Downs","51.549078","-0.060171","2"
